id,title,overview,genres,vote_average,vote_count,popularity,poster_path
30137,The Haunted Palace,A warlock burned at the stake comes back and takes over the body of his great grandson to take his revenge on the descendents of the villages that burned him.,27,6.608,172,3.1648,/s2nvogtK7ts0BCzMdj9K1yp5PMH.jpg
11977,Caddyshack,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",35,6.604,1197,3.4288,/lXnNz7zOXCsftMDVoU3VSo0Eioi.jpg
1340602,The Aunts,"A mother enters an old home for her autistic daughter's therapy. Unexpectedly, the daughter start speaking but has encountered dark entities from the past seeking payback. The family faces supernatural forces related to the home's history.",27,6.661,31,3.201,/nqheYwq7SyKB5ST7igAia8gqroK.jpg
10222,Kickboxer,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt, American kickboxing champion Eric Sloane, arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge.","28,53,18",6.83,1449,3.9427,/iWbOhQ5ixU37c3VqWpjEfxQf838.jpg
546726,Sub Rosa,"Bullied by his father to grow up, a teen fights between the love of his step-mother over his father's life.","18,10749",6.0,14,3.7773,/yVwt1gPaQxCUV8iC8i1rca6FSji.jpg
924482,The Ledge,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight knit group of friends who will stop at nothing to destroy the evidence and anyone in their way.","53,12",6.596,364,3.495,/S99eCSnRFfeZJmDaIGIZF58H7w.jpg
369972,First Man,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","36,18",7.041,5363,3.423,/i91mfvFcPPlaegcbOyjGgiWfZzh.jpg
43959,Soul Surfer,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.","10751,18",7.014,1188,3.5378,/cvgRxrEupUFeJ0xzUExJo4dMXbL.jpg
718014,Hold Your Breath,"In 1930s Oklahoma amid the region's horrific dust storms, a woman is convinced that a sinister presence is threatening her family.","27,53,18",5.951,216,3.1869,/kuzw7lXL9NJZpSL1B9ckwT8Z2ss.jpg
389015,"I, Tonya","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.","18,35",7.484,5905,3.7547,/6gNXwSHxaksR1PjVZRqNapmkgj3.jpg
9344,Kids,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.","18,80",6.888,1174,3.6586,/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
509635,Alone,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.","53,27",6.365,764,3.6018,/gEI4QCEaLs0HcfXl6eQCgpKQpAq.jpg
8844,Jumanji,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.","12,14,10751",7.2,10743,3.3427,/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg
457435,Return of the Hero,"France, 1809. Captain Neuville is called to the front, leaving his future bride heartbroken. Her sister decides to write letters on his behalf to cheer her up.","36,35",6.303,623,2.3438,/5UsjIbxJWRiSAfdeC4AhlJEFtRm.jpg
15775,If Only,"After his impetuous musician girlfriend, Samantha, dies in an accident shortly after they had a fight (and nearly broke up), Ian Wyndham, a grief-stricken British businessman living in London gets a chance to relive the day all over again, in the hope of changing the events that led up to her getting killed.","14,18,10749",7.005,586,3.3316,/xVSqtdVanaPsZazNDFyIJSw0Mn6.jpg
11282,Harold & Kumar Go to White Castle,"Nerdy accountant Harold and his irrepressible friend, Kumar, get stoned watching television and find themselves utterly bewitched by a commercial for White Castle. Convinced there must be one nearby, the two set out on a late-night odyssey that takes them deep into New Jersey. Somehow, the boys manage to run afoul of rednecks, cops and even a car-stealing Neil Patrick Harris before getting anywhere near their beloved sliders.","35,12",6.536,2112,3.3984,/5vO7R4xYlDipTp8gzfRbWegO8eb.jpg
7978,The Wolfman,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.","27,53",5.9,2028,3.042,/fQqPoAHvHicie1ttuiV2q0yv9V7.jpg
11230,Drunken Master,"After getting into trouble, a mischievous young man is sent to train under a brutal, but slovenly old beggar, who teaches him the secret of the Drunken Fist.","28,35",7.383,987,3.9773,/cf43J2SH8tECZVl9N5n0Q6Ckche.jpg
166666,3096 Days,A young Austrian girl is kidnapped and held in captivity for eight years. Based on the real-life case of Natascha Kampusch.,18,7.4,920,3.4257,/x2bybyGMtyFSVNjFSxeDNu2fnPD.jpg
597891,Kate,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,"28,53",6.644,1564,3.107,/uJgdT1boTSP0dDIjdTgGleg71l4.jpg
606856,Togo,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.","12,10751",8.14,2089,3.5103,/wX0QD36a80hxulcizz7tyahYOF8.jpg
10781,The Texas Chainsaw Massacre: The Beginning,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",27,6.143,1836,3.9565,/2S0XKVZGZUnsF4DjLOyZ0C63bWO.jpg
606402,Yaksha: Ruthless Operations,"Nicknamed after a human-devouring spirit, the ruthless leader of an overseas black ops team takes up a dangerous mission in a city riddled with spies.","28,80,53",6.604,225,3.2593,/whZ8OkI7W8cBOmtoiFyb72Ekt3U.jpg
11667,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,"28,12,35,53",4.63,1513,3.593,/6yh95dD2Y6uWAlPfWCZZygBM1ec.jpg
22112,Criss Cross,An armored-car guard must join a robbery after being caught with his ex-wife by her gangster husband.,"80,53",7.138,159,2.399,/AwmyVw6h3nZWvkZUuNpZYDA2Dly.jpg
10065,The Amityville Horror,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Dutch colonial mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses.",27,6.145,2212,4.0982,/4D246dpe7yy2GvHI2IbpeqkUXry.jpg
398175,Brawl in Cell Block 99,"After working as a drug courier and getting into a brutal shootout with police, a former boxer finds himself at the mercy of his enemies as they force him to instigate violent acts that turn the prison he resides in into a battleground.","28,80,53",6.976,1450,3.4097,/bfB1J6jsjdGWKjXxKQ5hNd1OyAs.jpg
335117,Delicious Delivery,A delivery boy gives it his all while delivering packages!  Will he be able to find real love in his erotic delivery life?  Im Hyeok is a handsome boy who gets dumped by his girlfriend and takes a break from school after his father goes bankrupt. He starts working as a delivery boy and his life changes completely. He provides other services to women who have nothing else to look forward to in their lives besides wait for their package to arrive.  The women in an apartment complex become a group and share Im Hyeok with each other. They include his sexy ex-girlfriend Hee-seon and innocent girl Tae-hee. The 5 sensual life between the five women and Im Hyeok starts now.Delicious Delivery,10749,4.4,5,3.8845,/pbU2UBygdGERFZkGLRXXYlj4aVz.jpg
435129,The Breadwinner,"A headstrong young girl in Afghanistan, ruled by the Taliban, disguises herself as a boy in order to provide for her family.","16,10752,18,10751",7.833,856,3.1191,/2d6qmkJz9AWqmk9wBWtd2uFX89t.jpg
417261,Forever My Girl,"After being gone for a decade, a country star returns home to the love he left behind.","10749,18",7.616,1265,3.3442,/bKqdggnIPeOI15VqtBZTkvh4hA9.jpg
348678,A Man Called Ove,"Despite being deposed as president of his condominium association, grumpy 59-year-old Ove continues to watch over his neighbourhood with an iron fist. When pregnant Parvaneh and her family move into the terraced house opposite Ove and she accidentally back into Ove’s mailbox, it sets off a series of unexpected changes in his life.","35,18",7.612,1197,3.6943,/a41uvFqze4PI7N3E9jPNwN9ypV.jpg
526051,Look Away,A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.,"27,53,14",6.512,900,3.6492,/8WTEFOwFBx0mHurnEfv27I0FOe2.jpg
573171,Little Eggs: A Frozen Rescue,"In the final Huevos adventure, Toto and his family will have to travel to the South Pole to fulfill their promise to return a polar bear and some Spanish penguins to their home. In order to do so, they will have to overcome some obstacles that will teach them how important teamwork is.","16,12,35,10751",7.7,353,2.8423,/8xCO3IarklLD4tK1rPn0e4gSMoV.jpg
12233,Oliver & Company,"A young cat named Oliver is left alone in a kitten box, while all the other young cats have new owners. A big dog named Dodger shows him how to get food and later Oliver lives with him, his owner Fagin and Fagin's other dogs Tito, Rita, Einstein, and Francis. Fagin has one problem besides being broke he owes a nasty man named Sykes a lot of money. If he can't pay it back he's in big trouble. While Oliver runs into a little girl named Jenny who becomes his new owner which he is happy with and later Sykes sees Jenny as the key for him to get his money.","16,35,10751",6.719,1600,3.5336,/x8XqdiZ0Oxu5iXF9SiFub9Lae8J.jpg
4437,2010,"While planet Earth poises on the brink of nuclear self-destruction, a team of Russian and American scientists aboard the Leonov hurtles to a rendezvous with the still-orbiting Discovery spacecraft and its sole known survivor, the homicidal computer HAL.","53,878",6.644,969,3.2167,/mEWKXuCMv7mFMxXVSTI3v8UOQuq.jpg
17431,Moon,"With only three weeks left in his three-year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he awakens to find that he is not alone.","878,18",7.564,5828,3.9908,/35IU0Mq0zFsN1mYwDGts5mKc77n.jpg
9922,The Postman,"In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the United States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.","878,12,28",6.27,1103,3.0704,/piVzOuKFLHNGLxnjwNtibC26lTy.jpg
14164,Dragonball Evolution,"On his 18th birthday, Goku receives a mystical Dragonball as a gift from his grandfather. There are only six others like it in the whole world, and legend has it that whoever possesses all seven will be granted one perfect wish. When the arrival of a dark force triggers a tragedy, Goku and his companions are propelled into an epic quest to collect the seven Dragonballs and save the Earth from destruction.","28,12,14,878,53",2.901,2087,4.0852,/ztlqrY7VgFIFmtzVsh3TPYiXCdF.jpg
